/54321/2/attrs,lat,65.0571209,lon,25.4573306,ele,49.717,h,306.86,v,1653633504.751436
/54321/1/attrs,lat,65.0567063,lon,25.4586204,ele,49.616,h,307.42,v,1653633505.1498914
/54321/2/attrs,lat,65.0571345,lon,25.4572874,ele,49.723,h,306.87,v,1653633505.3992753
/54321/2/attrs,lat,65.0571478,lon,25.4572451,ele,49.725,h,306.87,v,1653633505.991139
/54321/1/attrs,lat,65.0567381,lon,25.4585253,ele,49.573,h,306.93,v,1653633506.2826385
/54321/2/attrs,lat,65.0571614,lon,25.4572022,ele,49.726,h,306.87,v,1653633506.593022
/54321/2/attrs,lat,65.0571747,lon,25.4571599,ele,49.726,h,306.87,v,1653633507.2075613
/54321/1/attrs,lat,65.0567724,lon,25.4584541,ele,49.641,h,306.31,v,1653633507.6739652
/54321/2/attrs,lat,65.0571882,lon,25.457117,ele,49.731,h,306.86,v,1653633507.8162289
/54321/2/attrs,lat,65.0572015,lon,25.4570748,ele,49.737,h,306.86,v,1653633508.4152505
/54321/2/attrs,lat,65.0572151,lon,25.4570319,ele,49.741,h,306.89,v,1653633509.031313
/54321/1/attrs,lat,65.0567986,lon,25.4583883,ele,49.706,h,306.53,v,1653633509.042225
/54321/2/attrs,lat,65.0572285,lon,25.4569896,ele,49.746,h,306.87,v,1653633509.6158772
/54321/2/attrs,lat,65.0572421,lon,25.4569466,ele,49.749,h,306.87,v,1653633510.222905
/54321/1/attrs,lat,65.0568184,lon,25.4583072,ele,49.711,h,306.76,v,1653633510.4413605
/54321/2/attrs,lat,65.0572556,lon,25.4569044,ele,49.751,h,306.88,v,1653633510.8590417
/54321/2/attrs,lat,65.0572693,lon,25.4568616,ele,49.753,h,306.88,v,1653633511.4749374
/54321/1/attrs,lat,65.0568391,lon,25.4582193,ele,49.71,h,306.95,v,1653633511.916453
/54321/2/attrs,lat,65.0572827,lon,25.4568194,ele,49.755,h,306.87,v,1653633512.0756295
/54321/2/attrs,lat,65.0572963,lon,25.4567764,ele,49.756,h,306.87,v,1653633512.7252011
/54321/1/attrs,lat,65.0568645,lon,25.4581339,ele,49.715,h,306.95,v,1653633513.2463853
/54321/2/attrs,lat,65.0573097,lon,25.456734,ele,49.757,h,306.88,v,1653633513.363961
/54321/2/attrs,lat,65.0573233,lon,25.4566909,ele,49.76,h,306.84,v,1653633513.9800851
/54321/2/attrs,lat,65.0573367,lon,25.4566486,ele,49.763,h,306.88,v,1653633514.5798676
/54321/1/attrs,lat,65.0568929,lon,25.4580513,ele,49.727,h,306.88,v,1653633514.6470735
/54321/2/attrs,lat,65.0573503,lon,25.4566058,ele,49.764,h,306.86,v,1653633515.1923401
/54321/2/attrs,lat,65.0573636,lon,25.4565637,ele,49.766,h,306.86,v,1653633515.8172877
/54321/1/attrs,lat,65.0569213,lon,25.4579676,ele,49.731,h,306.82,v,1653633516.1660535
/54321/2/attrs,lat,65.0573771,lon,25.4565211,ele,49.767,h,306.88,v,1653633516.4477932
/54321/2/attrs,lat,65.0573904,lon,25.4564791,ele,49.769,h,306.84,v,1653633517.0549808
/54321/1/attrs,lat,65.0569483,lon,25.4578817,ele,49.73,h,306.82,v,1653633517.4490933
/54321/2/attrs,lat,65.057404,lon,25.4564362,ele,49.771,h,306.87,v,1653633517.6435032
/54321/2/attrs,lat,65.0574173,lon,25.4563939,ele,49.772,h,306.88,v,1653633518.3999047
/54321/1/attrs,lat,65.0569746,lon,25.4577951,ele,49.729,h,306.86,v,1653633518.7876673
/54321/2/attrs,lat,65.0574309,lon,25.4563507,ele,49.773,h,306.86,v,1653633518.9753594
/54321/2/attrs,lat,65.0574444,lon,25.456308,ele,49.771,h,306.87,v,1653633519.6012192
/54321/1/attrs,lat,65.0570011,lon,25.4577094,ele,49.728,h,306.87,v,1653633520.0847833
/54321/2/attrs,lat,65.057458,lon,25.4562647,ele,49.771,h,306.89,v,1653633520.2229562
/54321/2/attrs,lat,65.0574713,lon,25.456222,ele,49.772,h,306.86,v,1653633520.8239532
/54321/2/attrs,lat,65.0574849,lon,25.4561788,ele,49.773,h,306.85,v,1653633521.4433036
/54321/1/attrs,lat,65.0570282,lon,25.4576242,ele,49.727,h,306.87,v,1653633521.4793463
/54321/2/attrs,lat,65.0574982,lon,25.4561364,ele,49.773,h,306.86,v,1653633522.0882003
/54321/2/attrs,lat,65.0575117,lon,25.4560933,ele,49.774,h,306.85,v,1653633522.7065036
/54321/1/attrs,lat,65.0570555,lon,25.4575393,ele,49.728,h,306.84,v,1653633522.8793287
/54321/2/attrs,lat,65.0575251,lon,25.4560511,ele,49.774,h,306.88,v,1653633523.3128524
/54321/2/attrs,lat,65.0575387,lon,25.4560082,ele,49.775,h,306.89,v,1653633523.9155717
/54321/1/attrs,lat,65.0570827,lon,25.4574543,ele,49.727,h,306.87,v,1653633524.1817427
/54321/2/attrs,lat,65.057552,lon,25.4559661,ele,49.777,h,306.87,v,1653633524.5114667
/54321/2/attrs,lat,65.0575656,lon,25.4559235,ele,49.782,h,306.87,v,1653633525.119279
/54321/1/attrs,lat,65.0571096,lon,25.4573689,ele,49.736,h,306.86,v,1653633525.5332818
/54321/2/attrs,lat,65.0575789,lon,25.4558815,ele,49.787,h,306.87,v,1653633525.724818
/54321/2/attrs,lat,65.0575925,lon,25.4558386,ele,49.79,h,306.85,v,1653633526.3281052
/54321/1/attrs,lat,65.0571364,lon,25.4572829,ele,49.742,h,306.86,v,1653633526.872876
/54321/2/attrs,lat,65.0576058,lon,25.4557961,ele,49.793,h,306.84,v,1653633526.9313843
/54321/2/attrs,lat,65.0576193,lon,25.4557529,ele,49.798,h,306.87,v,1653633527.5111265
/54321/2/attrs,lat,65.0576326,lon,25.4557106,ele,49.804,h,306.88,v,1653633528.081494
/54321/1/attrs,lat,65.0571632,lon,25.457197,ele,49.744,h,306.89,v,1653633528.2492456
/54321/2/attrs,lat,65.0576462,lon,25.4556677,ele,49.806,h,306.86,v,1653633528.701099
/54321/2/attrs,lat,65.0576597,lon,25.4556254,ele,49.808,h,306.86,v,1653633529.2898088
/54321/1/attrs,lat,65.0571901,lon,25.4571115,ele,49.747,h,306.86,v,1653633529.5586092
/54321/2/attrs,lat,65.0576734,lon,25.4555823,ele,49.81,h,306.86,v,1653633529.9053774
/54321/2/attrs,lat,65.0576868,lon,25.4555396,ele,49.812,h,306.88,v,1653633530.5156045
/54321/1/attrs,lat,65.0572172,lon,25.4570266,ele,49.756,h,306.9,v,1653633531.0384817
/54321/2/attrs,lat,65.0577005,lon,25.4554963,ele,49.813,h,306.86,v,1653633531.1272476
/54321/2/attrs,lat,65.0577139,lon,25.4554535,ele,49.816,h,306.88,v,1653633531.7252033
/54321/2/attrs,lat,65.0577275,lon,25.4554101,ele,49.818,h,306.88,v,1653633532.3259585
/54321/1/attrs,lat,65.0572442,lon,25.4569418,ele,49.762,h,306.87,v,1653633532.3700464
/54321/2/attrs,lat,65.0577409,lon,25.4553676,ele,49.818,h,306.88,v,1653633532.9284613
/54321/2/attrs,lat,65.0577545,lon,25.4553246,ele,49.82,h,306.86,v,1653633533.50693
/54321/1/attrs,lat,65.0572712,lon,25.4568569,ele,49.762,h,306.85,v,1653633533.6105943
/54321/2/attrs,lat,65.0577679,lon,25.4552824,ele,49.82,h,306.86,v,1653633534.1122613
/54321/2/attrs,lat,65.0577816,lon,25.4552398,ele,49.82,h,306.86,v,1653633534.7392292
/54321/1/attrs,lat,65.057298,lon,25.4567713,ele,49.765,h,306.86,v,1653633534.8982081
/54321/2/attrs,lat,65.0577951,lon,25.4551981,ele,49.821,h,306.86,v,1653633535.331942
/54321/2/attrs,lat,65.0578088,lon,25.4551554,ele,49.823,h,306.86,v,1653633535.9160109
/54321/1/attrs,lat,65.0573249,lon,25.4566855,ele,49.768,h,306.9,v,1653633536.2573447
/54321/2/attrs,lat,65.0578222,lon,25.4551131,ele,49.826,h,306.84,v,1653633536.5005724
/54321/2/attrs,lat,65.0578358,lon,25.4550698,ele,49.831,h,306.89,v,1653633537.0832667
/54321/1/attrs,lat,65.0573519,lon,25.4566003,ele,49.774,h,306.84,v,1653633537.478581
/54321/2/attrs,lat,65.0578491,lon,25.455027,ele,49.837,h,306.84,v,1653633537.683032
/54321/2/attrs,lat,65.0578626,lon,25.4549835,ele,49.838,h,306.85,v,1653633538.251305
/54321/1/attrs,lat,65.0573789,lon,25.4565152,ele,49.779,h,306.86,v,1653633538.807981
/54321/2/attrs,lat,65.0578759,lon,25.4549409,ele,49.839,h,306.88,v,1653633538.848968
/54321/2/attrs,lat,65.0578894,lon,25.4548979,ele,49.84,h,306.88,v,1653633539.4353652
/54321/2/attrs,lat,65.0579027,lon,25.4548559,ele,49.843,h,306.84,v,1653633540.0356145
/54321/1/attrs,lat,65.0574059,lon,25.4564294,ele,49.785,h,306.89,v,1653633540.105381
/54321/2/attrs,lat,65.0579162,lon,25.4548133,ele,49.845,h,306.87,v,1653633540.6546504
/54321/2/attrs,lat,65.0579295,lon,25.4547713,ele,49.848,h,306.91,v,1653633541.2562652
/54321/1/attrs,lat,65.0574327,lon,25.456344,ele,49.789,h,306.86,v,1653633541.4597745
/54321/2/attrs,lat,65.0579429,lon,25.4547285,ele,49.85,h,306.84,v,1653633541.855146
/54321/2/attrs,lat,65.0579562,lon,25.4546862,ele,49.853,h,306.88,v,1653633542.4549863
/54321/1/attrs,lat,65.0574597,lon,25.4562589,ele,49.794,h,306.86,v,1653633542.8136783
/54321/2/attrs,lat,65.0579697,lon,25.454643,ele,49.855,h,306.87,v,1653633543.0431907
/54321/2/attrs,lat,65.057983,lon,25.4546005,ele,49.858,h,306.85,v,1653633543.6231778
/54321/1/attrs,lat,65.0574867,lon,25.4561739,ele,49.797,h,306.84,v,1653633544.143924
/54321/2/attrs,lat,65.0579966,lon,25.4545573,ele,49.859,h,306.88,v,1653633544.2120206
/54321/2/attrs,lat,65.05801,lon,25.454515,ele,49.861,h,306.85,v,1653633544.8132854
/54321/2/attrs,lat,65.0580238,lon,25.4544721,ele,49.861,h,306.87,v,1653633545.392716
/54321/1/attrs,lat,65.0575137,lon,25.4560886,ele,49.8,h,306.86,v,1653633545.4801795
/54321/2/attrs,lat,65.0580373,lon,25.4544299,ele,49.862,h,306.87,v,1653633545.9990835
/54321/2/attrs,lat,65.0580509,lon,25.4543869,ele,49.864,h,306.83,v,1653633546.5561078
/54321/1/attrs,lat,65.0575406,lon,25.4560033,ele,49.802,h,306.82,v,1653633546.9625933
/54321/2/attrs,lat,65.0580643,lon,25.4543447,ele,49.864,h,306.85,v,1653633547.1638997
/54321/2/attrs,lat,65.0580778,lon,25.4543019,ele,49.865,h,306.85,v,1653633547.751929
/54321/1/attrs,lat,65.0575676,lon,25.4559181,ele,49.797,h,306.84,v,1653633548.1737833
/54321/2/attrs,lat,65.0580912,lon,25.4542596,ele,49.865,h,306.87,v,1653633548.3476021
/54321/2/attrs,lat,65.0581049,lon,25.4542167,ele,49.866,h,306.86,v,1653633548.9428737
/54321/2/attrs,lat,65.0581183,lon,25.4541745,ele,49.866,h,306.84,v,1653633549.54326
/54321/1/attrs,lat,65.0575946,lon,25.4558326,ele,49.8,h,306.87,v,1653633549.530495
/54321/2/attrs,lat,65.0581319,lon,25.4541316,ele,49.866,h,306.83,v,1653633550.1360269
/54321/2/attrs,lat,65.0581453,lon,25.4540894,ele,49.867,h,306.86,v,1653633550.7592745
/54321/1/attrs,lat,65.0576214,lon,25.4557471,ele,49.802,h,306.85,v,1653633550.7627683
/54321/2/attrs,lat,65.0581589,lon,25.4540466,ele,49.866,h,306.83,v,1653633551.3890924
/54321/1/attrs,lat,65.0576483,lon,25.4556617,ele,49.809,h,306.87,v,1653633551.968972
/54321/2/attrs,lat,65.0581724,lon,25.4540043,ele,49.87,h,306.81,v,1653633552.0046065
/54321/2/attrs,lat,65.0581861,lon,25.4539613,ele,49.874,h,306.82,v,1653633552.6152666
/54321/2/attrs,lat,65.0581995,lon,25.4539189,ele,49.879,h,306.84,v,1653633553.1936486
/54321/1/attrs,lat,65.0576753,lon,25.4555767,ele,49.822,h,306.85,v,1653633553.295144
/54321/2/attrs,lat,65.0582132,lon,25.4538758,ele,49.883,h,306.82,v,1653633553.811461
/54321/2/attrs,lat,65.0582266,lon,25.4538335,ele,49.889,h,306.81,v,1653633554.399795
/54321/1/attrs,lat,65.0577023,lon,25.4554913,ele,49.828,h,306.85,v,1653633554.5700994
/54321/2/attrs,lat,65.0582401,lon,25.4537903,ele,49.893,h,306.81,v,1653633555.0074885
/54321/2/attrs,lat,65.0582533,lon,25.4537478,ele,49.893,h,306.8,v,1653633555.5821526
/54321/1/attrs,lat,65.0577292,lon,25.4554053,ele,49.83,h,306.85,v,1653633555.898092
/54321/2/attrs,lat,65.0582667,lon,25.4537043,ele,49.895,h,306.84,v,1653633556.1752062
/54321/2/attrs,lat,65.0582799,lon,25.4536616,ele,49.896,h,306.87,v,1653633556.7790098
/54321/1/attrs,lat,65.0577561,lon,25.4553197,ele,49.833,h,306.87,v,1653633557.163258
/54321/2/attrs,lat,65.0582934,lon,25.4536182,ele,49.896,h,306.88,v,1653633557.379127
/54321/2/attrs,lat,65.0583068,lon,25.4535758,ele,49.898,h,306.87,v,1653633557.9751549
/54321/2/attrs,lat,65.0583203,lon,25.4535329,ele,49.9,h,306.87,v,1653633558.56396
/54321/1/attrs,lat,65.0577829,lon,25.4552344,ele,49.837,h,306.84,v,1653633558.5538063
/54321/2/attrs,lat,65.0583337,lon,25.4534908,ele,49.9,h,306.87,v,1653633559.1682668
/54321/2/attrs,lat,65.0583474,lon,25.4534483,ele,49.902,h,306.83,v,1653633559.7557492
/54321/1/attrs,lat,65.0578099,lon,25.4551494,ele,49.84,h,306.87,v,1653633559.9265668
/54321/2/attrs,lat,65.0583609,lon,25.4534063,ele,49.902,h,306.86,v,1653633560.3756297
/54321/2/attrs,lat,65.0583745,lon,25.4533634,ele,49.902,h,306.8,v,1653633560.996273
/54321/1/attrs,lat,65.0578369,lon,25.4550645,ele,49.84,h,306.86,v,1653633561.3167155
/54321/2/attrs,lat,65.0583879,lon,25.4533211,ele,49.904,h,306.81,v,1653633561.5879002
/54321/2/attrs,lat,65.0584015,lon,25.453278,ele,49.907,h,306.86,v,1653633562.155026
/54321/1/attrs,lat,65.057864,lon,25.454979,ele,49.841,h,306.84,v,1653633562.6774375
/54321/2/attrs,lat,65.0584147,lon,25.4532355,ele,49.91,h,306.84,v,1653633562.747485
